display_name,search_name,mailing_address,city,state,zip,feid_number,feid_suffix,elt_customer_number,phone,email,payoff_website,lien_release_notes,elt_notes,search_aliases,last_verified_date,internal_notes,source
HOLLYWOOD CAR GALLERY INC,HOLLYWOOD CAR GALLERY,4464 SW 34TH TER,FT LAUDERDALE,FL,33312,721592749,6,264560793,,,,,,,,,Florida ELT / Lienholder Source List
HOLLYWOOD GOLDEN CARS AND TRUCKS INC,HOLLYWOOD GOLDEN CARS AND TRUCKS,5820-A FUNSTON ST,HOLLYWOOD,FL,33023,812685633,2,247202973,,,,,,,,,Florida ELT / Lienholder Source List
HOLLYWOOD MOTOR SALES,HOLLYWOOD MOTOR SALES,1319 N STATE RD 7,HOLLYWOOD,FL,33021,450951754,2,233878131,,,,,,,,,Florida ELT / Lienholder Source List
HOLLYWOOD MOTOR WORLD,HOLLYWOOD MOTOR WORLD,4131 STIRLING RD APT 108,DAVIE,FL,33314,822046166,2,259056797,,,,,,,,,Florida ELT / Lienholder Source List
HOLLYWOOD MOTORCARS,HOLLYWOOD MOTORCARS,PO BOX 260578,PEMBROKE PINES,FL,33026,141879445,2,217575880,,,,,,,,,Florida ELT / Lienholder Source List
HOLLYWOOD QUALITY CARS INC,HOLLYWOOD QUALITY CARS,5917 RODMAN ST,HOLLYWOOD,FL,33023,812303084,2,249833269,,,,,,,,,Florida ELT / Lienholder Source List
HOLLYWOOD QUALITY CARS OF OCALA INC,HOLLYWOOD QUALITY CARS OF OCALA,233 NW 10TH ST,OCALA,FL,34475,842022826,2,260629261,,,,,,,,,Florida ELT / Lienholder Source List
HOLLYWOOD USED CARS INC,HOLLYWOOD USED CARS,7302 N FLORIDA AVE,TAMPA,FL,33604,,,231229899,,,,,,,,,Florida ELT / Lienholder Source List
HOLMES COUNTY MOTORS LLC,HOLMES COUNTY MOTORS,203 N WAUKESHA ST,BONIFAY,FL,32425,853804157,2,602218889,,,,,,,,,Florida ELT / Lienholder Source List
HOLSTON METHODIST FEDERAL CREDIT UNION,HOLSTON METHODIST FEDERAL CREDIT UNION,P O BOX 52688,KNOXVILLE,TN,37950,620681509,1,208222201,,,,,,,,,Florida ELT / Lienholder Source List
HOLT AUTO SALES INC,HOLT AUTO SALES,310 S JOHN YOUNG PKWY,KISSIMMEE,FL,34741,592949239,2,232621123,,,,,,,,,Florida ELT / Lienholder Source List
HOLY FAMILY HOSPITAL EMPLOYEES FEDERAL CREDIT UNION,HOLY FAMILY HOSPITAL EMPLOYEES FEDERAL CREDIT UNION,70 EAST ST,METHUEN,MA,1844,42967405,1,237179357,,,,,,,,,Florida ELT / Lienholder Source List
HOLY ROSARY CREDIT UNION,HOLY ROSARY CREDIT UNION,533 CAMPBELL ST,KANSAS CITY,MO,64106,440532281,1,237818675,,,,,,,,,Florida ELT / Lienholder Source List
HOLY ROSARY CREDIT UNION,HOLY ROSARY CREDIT UNION,PO BOX 2078,ROCHESTER,NH,3866,20272024,2,258933665,,,,,,,,,Florida ELT / Lienholder Source List
HOME ACCEPTANCE CORPORATION,HOME ACCEPTANCE,1061 N KRAEMER PL STE G,ANAHEIM,CA,92806,330505689,1,249045951,,,,,,,,,Florida ELT / Lienholder Source List
HOME BANK,HOME BANK,P O BOX 81459,LAFAYETTE,LA,70598,720214660,1,209258911,,,,,,,,,Florida ELT / Lienholder Source List
HOME BANK SB,HOME BANK SB,PO BOX 1677,MARTINSVILLE,IN,46151,350388822,1,630287223,,,,,,,,,Florida ELT / Lienholder Source List
HOME CREDIT CORP INC,HOME CREDIT,PO BOX 892,HENDERSON,NC,27536,561870976,1,249417881,,,,,,,,,Florida ELT / Lienholder Source List
HOME FEDERAL BANK OF HOLLYWOOD,HOME FEDERAL BANK OF HOLLYWOOD,900 NORTH FEDERAL HIGHWAY,HALLANDALE BEACH,FL,33009,650848652,3,215013652,,,,,,,,,Florida ELT / Lienholder Source List
"HOME OWNERS OF ALLIGATOR PARK, INCORPORATED",HOME OWNERS OF ALLIGATOR PARK,6400 TAYLOR RD UNIT 112,PUNTA GORDA,FL,33950,592530292,2,238170497,,,,,,,,,Florida ELT / Lienholder Source List
HOME SAVINGS BANK,HOME SAVINGS BANK,275 W FEDERAL ST,YOUNGSTOWN,OH,44503,340296160,2,248023667,,,,,,,,,Florida ELT / Lienholder Source List
"HOME SWEET HOME II, LLC",HOME SWEET HOME II,8000 N FEDERAL HWY STE 200,BOCA RATON,FL,33487,461528344,1,251612059,,,,,,,,,Florida ELT / Lienholder Source List
HOME TOWN FEDERAL CREDIT UNION,HOME TOWN FEDERAL CREDIT UNION,2400 W BRIDGE ST,OWATONNA,MN,55060,416165209,1,214285687,,,,,,,,,Florida ELT / Lienholder Source List
HOME TRUST BANK,HOME TRUST BANK,PO BOX 10,ASHEVILLE,NC,28802,560181785,1,241378381,,,,,,,,,Florida ELT / Lienholder Source List
HOMEBANC NA,HOMEBANC NA,101 E KENNEDY BLVD STE 4100,TAMPA,FL,33602,208765757,1,227285371,,,,,,,,,Florida ELT / Lienholder Source List
HOMEBASE FEDERAL CREDIT UNION,HOMEBASE FEDERAL CREDIT UNION,4495 CROSSINGS BLVD,PRINCE GEORGE,VA,23875,540568851,1,207396584,,,,,,,,,Florida ELT / Lienholder Source List
HOMEBRIDGE FINANCIAL SERVICES,HOMEBRIDGE FINANCIAL SERVICES,433 HACKENSACK AVE FL 5,HACKENSACK,NJ,7601,223123730,2,263437095,,,,,,,,,Florida ELT / Lienholder Source List
HOMEFIELD CREDIT UNION,HOMEFIELD CREDIT UNION,86 WORCESTER ST,NORTH GRAFTON,MA,1536,42393313,2,236119935,,,,,,,,,Florida ELT / Lienholder Source List
HOMELAND CREDIT UNION,HOMELAND CREDIT UNION,PO BOX 1974,CHILLICOTHE,OH,45601,310395830,2,258098157,,,,,,,,,Florida ELT / Lienholder Source List
"HOMES OF COUNTRY TOWN VILLAGE, LLC",HOMES OF COUNTRY TOWN VILLAGE,3451 TECHNOLOGICAL AVE STE 11,ORLANDO,FL,32817,471848022,2,242904703,,,,,,,,,Florida ELT / Lienholder Source List
HOMESTAR BANK AND FINANCE SERVICES,HOMESTAR BANK AND FINANCE SERVICES,3 DIVERSATECH DR,MANTENO,IL,60950,362045921,2,260755549,,,,,,,,,Florida ELT / Lienholder Source List
HOMESTEAD FORD OF HOMESTEAD,HOMESTEAD FORD OF HOMESTEAD,30725 S FEDERAL HWY,HOMESTEAD,FL,33030,651065517,0,233759147,,,,,,,,,Florida ELT / Lienholder Source List
HOMETOWN AUTO MART INC. 3020,HOMETOWN AUTO MART 3020,3020 W DUNELLON RD,DUNNELLON,FL,34433,593656333,2,234020627,,,,,,,,,Florida ELT / Lienholder Source List
HOMETOWN FEDERAL CREDIT UNION,HOMETOWN FEDERAL CREDIT UNION,151 N BROADWAY,PERU,IN,46970,350873206,1,214638166,,,,,,,,,Florida ELT / Lienholder Source List
HOMETOWN FINANCE COMPANY INC,HOMETOWN FINANCE,3020 W DUNNELLON RD,DUNNELLON,FL,34433,460992893,1,236930849,,,,,,,,,Florida ELT / Lienholder Source List
"HOMETOWN, LLC. DBA CARS TODAY",HOMETOWN DBA CARS TODAY,3778 DIXIE HWY NE,PALM BAY,FL,32905,472333149,2,241314299,,,,,,,,,Florida ELT / Lienholder Source List
HOMETOWNE BUILDINGS & TRAILERS LLC,HOMETOWNE BUILDINGS TRAILERS,PO BOX 8,PARIS,TN,38242,822758456,1,604020293,,,,,,,,,Florida ELT / Lienholder Source List
"HOMEWOOD TITLE PAWN, INC DBA ALBAMA TITLE LOANS",HOMEWOOD TITLE PAWN DBA ALBAMA TITLE LOANS,194 GREEN SPRINGS HWY,HOMEWOOD,AL,35209,721367396,1,233660557,,,,,,,,,Florida ELT / Lienholder Source List
HONDA FEDERAL CREDIT UNION,HONDA FEDERAL CREDIT UNION,19775 STATE RR 739,MARYSVILLE,OH,43040,953036119,5,234760215,,,,,,,,,Florida ELT / Lienholder Source List
HONDA LEASE TRUST,HONDA LEASE TRUST,PO BOX 997506,SACRAMENTO,CA,95899,330769181,39,233998253,,,,,,,,,Florida ELT / Lienholder Source List
HONDA OF FORT MYERS,HONDA OF FORT MYERS,4450 PET LN STE 115,LUTZ,FL,33559,824253281,2,263782929,,,,,,,,,Florida ELT / Lienholder Source List
HONDA OF LAKE CITY,HONDA OF LAKE CITY,4450 PET LN STE 115,LUTZ,FL,33559,822577087,2,263794183,,,,,,,,,Florida ELT / Lienholder Source List
HONEST ENGINES AUTO SALES & SERVICE INC,HONEST ENGINES AUTO SALES SERVICE,35646 STATE RD 54 W,ZEPHYHILLS,FL,33541,261200640,2,233585085,,,,,,,,,Florida ELT / Lienholder Source List
HONEST ZIGGYS CAR DEALS,HONEST ZIGGYS CAR DEALS,344 PONDELLA RD,N FT MYERS,FL,33903,282401032,1,220032002,,,,,,,,,Florida ELT / Lienholder Source List
HONESTY AUTOMOTIVE SALES,HONESTY AUTOMOTIVE SALES,PO BOX 41225,JACKSONVILLE,FL,32203,134305450,3,234561557,,,,,,,,,Florida ELT / Lienholder Source List
HONEYCUTT'S AUTO MART,HONEYCUTT S AUTO MART,2434 NW US HWY 41,LAKE CITY,FL,32055,203796574,2,233349009,,,,,,,,,Florida ELT / Lienholder Source List
HONKA MOTORS LLC,HONKA MOTORS,1764 MISSOURI AVE N,LARGO,FL,33770,611717435,2,236880391,,,,,,,,,Florida ELT / Lienholder Source List
HONKLI LLC,HONKLI,3118 GULF TO BAY BLVD # 101,CLEARWATER,FL,33759,882452684,1,611354031,,,,,,,,,Florida ELT / Lienholder Source List
HONOR BANK,HONOR BANK,PO BOX 67,HONOR,MI,49640,380660670,1,252027181,,,,,,,,,Florida ELT / Lienholder Source List
HONOR CREDIT UNION,HONOR CREDIT UNION,8385 EDGEWOOD RD,BERRIEN SPRINGS,MI,49103,381231023,2,228465915,,,,,,,,,Florida ELT / Lienholder Source List
"HONOR FINANCE, LLC.",HONOR FINANCE,4751 WILSHIRE BLVD STE 100,LOS ANGELES,CA,90010,452814340,1,241173089,,,,,,,,,Florida ELT / Lienholder Source List
HONOTU,HONOTU,11455 66TH ST N STE D,LARGO,FL,33773,824495748,2,257602023,,,,,,,,,Florida ELT / Lienholder Source List
HONOUR CAPITAL LLC,HONOUR CAPITAL,825 11TH AVE SE STE 200,MINNEAPOLIS,MN,55414,834293378,1,602876973,,,,,,,,,Florida ELT / Lienholder Source List
HOOD EXPRESS TITLE PAWN,HOOD EXPRESS TITLE PAWN,PO BOX 1551,THOMASVILLE,GA,31799,463275381,1,235793029,,,,,,,,,Florida ELT / Lienholder Source List
"HOOSH'S AUTO SALES, INC",HOOSH S AUTO SALES,4422 W COLONIAL DR,ORLANDO,FL,32808,472518425,2,246384239,,,,,,,,,Florida ELT / Lienholder Source List
HOOSIER HILLS CU,HOOSIER HILLS CU,630 LINCOLN AVE,BEDFORD,IN,47421,351083471,1,243695765,,,,,,,,,Florida ELT / Lienholder Source List
HOP AUTOMOTIVE SALES LLC,HOP AUTOMOTIVE SALES,720 S HOPKINS AVE,TITUSVILLE,FL,32780,853298593,2,600473381,,,,,,,,,Florida ELT / Lienholder Source List
HOPE FEDERAL CREDIT UNION,HOPE FEDERAL CREDIT UNION,925 WHITE OAKS BLVD,BRIDGEPORT,WV,26330,550357723,1,202227092,,,,,,,,,Florida ELT / Lienholder Source List
HOPKINS INVESTMENTS IV,HOPKINS INVESTMENTS IV,PO BOX 1115,UNION CITY,TN,38281,810975312,1,603246575,,,,,,,,,Florida ELT / Lienholder Source List
HORACE AUTOS LLVC,HORACE AUTOS LLVC,6361 SW 18TH ST UNIT B,MIRAMAR,FL,33023,832339847,3,609303663,,,,,,,,,Florida ELT / Lienholder Source List
"HORIZON AUTO BROKER, INC",HORIZON AUTO BROKER,950 SW 96TH AVE,PEMBROKE PINES,FL,33025,711050690,3,239543311,,,,,,,,,Florida ELT / Lienholder Source List
HORIZON AUTO GROUP INC,HORIZON AUTO GROUP,6839 NARCOOSSEE RD STE 30,ORLANDO,FL,32822,264397835,2,237465409,,,,,,,,,Florida ELT / Lienholder Source List
HORIZON AUTOS LLC,HORIZON AUTOS,540 N STATE ROAD 434,ALTAMONTE SPRINGS,FL,32714,271843510,2,248631933,,,,,,,,,Florida ELT / Lienholder Source List
HORIZON BANK N. A.,HORIZON BANK N A,PO BOX 800,MICHIGAN CITY,IN,46361,351076581,1,236965381,,,,,,,,,Florida ELT / Lienholder Source List
"HORIZON BROKERS, INC.",HORIZON BROKERS,238 S DIXIE HWY E,POMPANO BEACH,FL,33060,474882109,2,245726503,,,,,,,,,Florida ELT / Lienholder Source List
HORIZON CREDIT UNION,HORIZON CREDIT UNION,PO BOX 15128,SPOKANE VALLEY,WA,99215,910567788,2,232621239,,,,,,,,,Florida ELT / Lienholder Source List
HORIZON FEDERAL CREDIT UNION,HORIZON FEDERAL CREDIT UNION,330 PINE ST STE 400,WILLIAMSPORT,PA,17701,240840764,1,241417075,,,,,,,,,Florida ELT / Lienholder Source List
HORIZON HOMES SALES INC.,HORIZON HOMES SALES,8000 N FEDERAL HWY STE 200,BOCA RATON,FL,33487,650997164,3,238483069,,,,,,,,,Florida ELT / Lienholder Source List
HORIZON UTAH FEDERAL CREDIT UNION,HORIZON UTAH FEDERAL CREDIT UNION,PO BOX 687,FARMINGTON,UT,84025,870262310,1,602994035,,,,,,,,,Florida ELT / Lienholder Source List
HORIZONS FEDERAL CREDIT UNION,HORIZONS FEDERAL CREDIT UNION,120 MAIN ST,BINGHAMTON,NY,13905,150535536,3,233361237,,,,,,,,,Florida ELT / Lienholder Source List
HORIZONS NORTH CREDIT UNION,HORIZONS NORTH CREDIT UNION,11455 PEARL ST,NORTHGLENN,CO,80233,846031895,1,261336455,,,,,,,,,Florida ELT / Lienholder Source List
HORSEPOWER SOUTHERN TRUST,HORSEPOWER SOUTHERN TRUST,1401 MANATEE AVE W STE 950,BRADENTON,FL,34205,876689925,1,610410637,,,,,,,,,Florida ELT / Lienholder Source List
HOSMAN CARS LLC,HOSMAN CARS,7611 NW 7TH AVE UNIT 105,MIAMI,FL,33150,842712057,2,263064039,,,,,,,,,Florida ELT / Lienholder Source List
"HOSPI GROUP, INC",HOSPI GROUP,215 S KIRKMAN RD,ORLANDO,FL,32811,920958881,2,622941423,,,,,,,,,Florida ELT / Lienholder Source List
HOSPITAL SYSTEM CREDIT UNION,HOSPITAL SYSTEM CREDIT UNION,2533 DENNY AVE,PASCAGOULA,MS,39567,237268612,1,236034385,,,,,,,,,Florida ELT / Lienholder Source List
HOSPITALITY FEDERAL C U,HOSPITALITY FEDERAL C U,5100 POPLAR AVE STE 214,MEMPHIS,TN,38137,620817626,1,207932190,,,,,,,,,Florida ELT / Lienholder Source List
HOSS AUTO,HOSS AUTO,952 NW MAIN BLVD,LAKE CITY,FL,32055,832846375,2,258771029,,,,,,,,,Florida ELT / Lienholder Source List
HOT DEALS ON WHEELS INC.,HOT DEALS ON WHEELS,3305 E HILLSBOROUGH AVE,TAMPA,FL,33610,821154626,2,251442737,,,,,,,,,Florida ELT / Lienholder Source List
HOT ROD HANK'S DETAIL CUSTOMS INC,HOT ROD HANK S DETAIL CUSTOMS,PO BOX 2330,UMATILLA,FL,32784,455246818,2,233715319,,,,,,,,,Florida ELT / Lienholder Source List
HOT SPOT AUTO INC,HOT SPOT AUTO,PO BOX 791,ESTERO,FL,33929,650851153,3,233479187,,,,,,,,,Florida ELT / Lienholder Source List
HOT WHEELS AUTO BROKERS,HOT WHEELS AUTO BROKERS,3301 NW 79 ST,MIAMI,FL,33147,650558581,2,233695651,,,,,,,,,Florida ELT / Lienholder Source List
HOT WHEELS RENTALS LLC,HOT WHEELS RENTALS,233 14TH ST,MIAMI BEACH,FL,33139,320382333,2,250539459,,,,,,,,,Florida ELT / Lienholder Source List
HOT WHEELZ AUTO SALES LLC,HOT WHEELZ AUTO SALES,4495 N US HIGHWAY 17,DELAND,FL,32720,862507172,2,606151251,,,,,,,,,Florida ELT / Lienholder Source List
HOTI IMPORTS AUTO SERVICE INC.,HOTI IMPORTS AUTO SERVICE,445 NE 6 TH AVE STE 23,DELRAY BEACH,FL,33483,270764613,2,233854063,,,,,,,,,Florida ELT / Lienholder Source List
HOTWHEELS SERVICE & SALES LLC,HOTWHEELS SERVICE SALES,3203 118TH AVE N UNIT 1,ST PETERSBURG,FL,33716,993444642,2,633066111,,,,,,,,,Florida ELT / Lienholder Source List
"HOUNDS AUTO MECHANIC, INC",HOUNDS AUTO MECHANIC,8404 TANGELO TREE DR,ORLANDO,FL,32836,202253587,3,233706571,,,,,,,,,Florida ELT / Lienholder Source List
HOUSE OF CARS AUTO SALES INC.,HOUSE OF CARS AUTO SALES,5522 EDGEWATER DR,ORLANDO,FL,32810,473274537,2,244179401,,,,,,,,,Florida ELT / Lienholder Source List
HOUSE OF CARS INC,HOUSE OF CARS,3601 N PACE BLVD,PENSACOLA,FL,32505,593329943,5,234095761,,,,,,,,,Florida ELT / Lienholder Source List
HOUSE OF CARS LLC,HOUSE OF CARS,2836 YELLOW CREEK LOOP UNIT 114,CAPE CORAL,FL,33909,384284042,2,622538645,,,,,,,,,Florida ELT / Lienholder Source List
HOUSE OF HOOPTIES AUTO SERVICES LLC,HOUSE OF HOOPTIES AUTO SERVICES,1950 1ST ST N,WINTER HAVEN,FL,33881,823294987,2,621848073,,,,,,,,,Florida ELT / Lienholder Source List
HOUSE OF IMPORTS INC.,HOUSE OF IMPORTS,9815 NW 27 AVE,MIAMI,FL,33147,650263537,2,98426291,,,,,,,,,Florida ELT / Lienholder Source List
"HOUSE'S AUTO BROKER, LLC.",HOUSE S AUTO BROKER,PO BOX 1505,QUINCY,FL,32353,473069757,2,242945617,,,,,,,,,Florida ELT / Lienholder Source List
HOUSTON FEDERAL CREDIT UNION,HOUSTON FEDERAL CREDIT UNION,16320 KENSINGTON DR,SUGAR LAND,TX,77479,746050685,2,235600113,,,,,,,,,Florida ELT / Lienholder Source List
HOUSTON POLICE FEDERAL CREDIT UNION,HOUSTON POLICE FEDERAL CREDIT UNION,1600 MEMORIAL DR,HOUSTON,TX,77007,741139126,1,96910202,,,,,,,,,Florida ELT / Lienholder Source List
HOUSTON TEXAS FIRE FIGHTERS FEDERAL CREDIT UNION,HOUSTON TEXAS FIRE FIGHTERS FEDERAL CREDIT UNION,PO BOX 70009,HOUSTON,TX,77270,741115597,1,234759931,,,,,,,,,Florida ELT / Lienholder Source List
HOWARD COUNTY EDUCATION FCU,HOWARD COUNTY EDUCATION FCU,3458 ELLICOTT CENTER DR STE 106,ELLICOTT CITY,MD,21043,520784121,1,620914457,,,,,,,,,Florida ELT / Lienholder Source List
HOWARD COUNTY SCHOOL EMPLOYEES CREDIT UNION,HOWARD COUNTY SCHOOL EMPLOYEES CREDIT UNION,105 W SOUTHWAY BLVD,KOKOMO,IN,46902,356039543,2,602394375,,,,,,,,,Florida ELT / Lienholder Source List
HOWARDS QUALITY CARS LLC,HOWARDS QUALITY CARS,7914 US HWY 98 N,LAKELAND,FL,33809,270113746,2,217811652,,,,,,,,,Florida ELT / Lienholder Source List
HOWE AUTO FINANCIAL SERVICES INC ACTION AUTO SALVAGE,HOWE AUTO FINANCIAL SERVICES ACTION AUTO SALVAGE,10118 IBIS RESERVE CIR,WEST PALM BEACH,FL,33412,30514119,1,234206401,,,,,,,,,Florida ELT / Lienholder Source List
HOWLAND ENFIELD FEDERAL CREDIT UNION,HOWLAND ENFIELD FEDERAL CREDIT UNION,PO BOX 405,HOWLAND,ME,4448,10273343,1,237167873,,,,,,,,,Florida ELT / Lienholder Source List
HP AUTO SALES INC,HP AUTO SALES,1721 CROTON RD,MELBOURNE,FL,32935,320731586,2,626158613,,,,,,,,,Florida ELT / Lienholder Source List
"HQ AUTO CENTER, LLC",HQ AUTO CENTER,2460 17TH ST,SARASOTA,FL,34234,825019036,2,263142799,,,,,,,,,Florida ELT / Lienholder Source List
HQ CAPITAL INC,HQ CAPITAL,7111 NW 44TH CT,LAUDERHILL,FL,33319,471563785,1,239351241,,,,,,,,,Florida ELT / Lienholder Source List
HRAL LLC DBA ALLSTATE LEASING,HRAL DBA ALLSTATE LEASING,600 WASHINGTON AVE STE 100,TOWSON,MD,21204,205878208,2,233560889,,,,,,,,,Florida ELT / Lienholder Source List
HS INVESTMENT GROUP LLC,HS INVESTMENT GROUP,4802 DISTRIBUTION CT STE 11,ORLANDO,FL,32822,833659652,2,260784143,,,,,,,,,Florida ELT / Lienholder Source List
HSBC AUTO CREDIT INC,HSBC AUTO CREDIT,PO BOX 17902,SAN DIEGO,CA,92177,330751304,19,209012899,,,,,,,,,Florida ELT / Lienholder Source List
HSBC AUTO FINANCE INC,HSBC AUTO FINANCE,PO BOX 661030,SACRAMENTO,CA,95866,330682821,5,207662360,,,,,,,,,Florida ELT / Lienholder Source List
HSBC BANK NEVADA NATIONAL ASSOCIATION,HSBC BANK NEVADA NATIONAL ASSOCIATION,PO BOX 660070,SACRAMENTO,CA,95866,880308201,1,219709975,,,,,,,,,Florida ELT / Lienholder Source List
HSBC BANK USA,HSBC BANK USA,1 HSBC CENTER 12TH FLOOR,BUFFALO,NY,14203,132774727,1,206771225,,,,,,,,,Florida ELT / Lienholder Source List
HSBC MOTOR CREDIT (USA) INC,HSBC MOTOR CREDIT USA,PO BOX 661030,SACRAMENTO,CA,95866,161402360,1,216200689,,,,,,,,,Florida ELT / Lienholder Source List
HSBC RETAIL CREDIT USA INC,HSBC RETAIL CREDIT USA,PO BOX 660070,SACRAMENTO,CA,95866,880308201,2,224264847,,,,,,,,,Florida ELT / Lienholder Source List
HSM FEDERAL CREDIT UNION,HSM FEDERAL CREDIT UNION,PO BOX 128,HICKORY,NC,28603,560340527,1,242405773,,,,,,,,,Florida ELT / Lienholder Source List
HT MOTORS,HT MOTORS,12246 HUNTSMAN LN,ORLANDO,FL,32826,208597094,2,234450779,,,,,,,,,Florida ELT / Lienholder Source List
HTD LEASING LLC,HTD LEASING,PO BOX 30201,COLLEGE STATION,TX,77842,364574433,10,232427949,,,,,,,,,Florida ELT / Lienholder Source List
HTM AREA CREDIT UNION,HTM AREA CREDIT UNION,847 W MAIN ST,TROY,OH,45373,310616841,2,238065873,,,,,,,,,Florida ELT / Lienholder Source List
HTS AUTO SALES LLC,HTS AUTO SALES,2751 SETTLERS TRL,SAINT CLOUD,FL,34772,933623290,2,631884047,,,,,,,,,Florida ELT / Lienholder Source List
HUD FEDERAL CREDIT UNION,HUD FEDERAL CREDIT UNION,PO BOX 23237,WASHINGTON,DC,20026,531097025,1,601298533,,,,,,,,,Florida ELT / Lienholder Source List
HUDSON AUTO SALES INC,HUDSON AUTO SALES,14728 US HWY 19,HUDSON,FL,34667,20574032,1,233726999,,,,,,,,,Florida ELT / Lienholder Source List
HUDSON RIVER COMMUNITY CREDIT UNION,HUDSON RIVER COMMUNITY CREDIT UNION,1 3RD ST,CORINTH,NY,12822,141407718,2,236080715,,,,,,,,,Florida ELT / Lienholder Source List
HUDSON RIVER FINANCIAL FEDERAL CREDIT UNION,HUDSON RIVER FINANCIAL FEDERAL CREDIT UNION,3563 MOHEGAN AVE,MOHEGAN LAKE,NY,10547,136112572,1,250584651,,,,,,,,,Florida ELT / Lienholder Source List
HUDSON VALLEY CREDIT UNION,HUDSON VALLEY CREDIT UNION,PO BOX 1071,POUGHKEEPSIE,NY,12602,141471439,1,200487370,,,,,,,,,Florida ELT / Lienholder Source List
"HUFFMAN TITLE PAWN, INC DBA ALABAMA TITLE LOANS",HUFFMAN TITLE PAWN DBA ALABAMA TITLE LOANS,9900 PARWAY E,BIRMINGHAM,AL,35215,631173819,1,233660589,,,,,,,,,Florida ELT / Lienholder Source List
"HUGE AUTO SALES, INC",HUGE AUTO SALES,12766 STONE TOWER LOOP,FT MYERS,FL,33913,454585325,2,234576059,,,,,,,,,Florida ELT / Lienholder Source List
HUGH WILLIAMS AUTO SALES INC,HUGH WILLIAMS AUTO SALES,2020 W MEMORIAL BLVD,LAKELAND,FL,33815,371693433,1,234246399,,,,,,,,,Florida ELT / Lienholder Source List
HUGHES FEDERAL CREDIT UNION,HUGHES FEDERAL CREDIT UNION,PO BOX 11900,TUCSON,AZ,85734,860107651,1,205487642,,,,,,,,,Florida ELT / Lienholder Source List
HUGHIE STIEFEL USED CARS INC,HUGHIE STIEFEL USED CARS,302 S MAIN ST,BUSHNELL,FL,33513,592943482,4,233252511,,,,,,,,,Florida ELT / Lienholder Source List
HULK FINANCIAL LLC,HULK FINANCIAL,12250 NW 77TH MNR,PARKLAND,FL,33076,880978561,1,610973645,,,,,,,,,Florida ELT / Lienholder Source List
HULMAN FIELD TECHNICIANS FEDERAL CREDIT UNION,HULMAN FIELD TECHNICIANS FEDERAL CREDIT UNION,777 E VANATTI CIR,TERRE HAUTE,IN,47803,351053661,1,232579751,,,,,,,,,Florida ELT / Lienholder Source List
HUMMER CONNECTIONS INC DBA PRIME ONE MOTORSPORTS,HUMMER CONNECTIONS DBA PRIME ONE MOTORSPORTS,4701 ORANGE DR,DAVIE,FL,33314,473022022,2,257501673,,,,,,,,,Florida ELT / Lienholder Source List
HUMPTY DUMPTYS CLASSICS INC,HUMPTY DUMPTYS CLASSICS,6764 TIMBERLAND LN,SARASOTA,FL,34241,650745908,4,235531879,,,,,,,,,Florida ELT / Lienholder Source List
HUNT FOR CARS INC,HUNT FOR CARS,PO BOX 291194,PORT ORANGE,FL,32129,202377877,2,234558671,,,,,,,,,Florida ELT / Lienholder Source List
"HUNTER AUTO SALES, INC",HUNTER AUTO SALES,6624 BLANDING BLVD,JACKSONVILLE,FL,32244,264250950,2,233805739,,,,,,,,,Florida ELT / Lienholder Source List
HUNTER LEASING INC,HUNTER LEASING,2725 WETMORE AVE STE 200,EVERETT,WA,98201,911485527,1,604342965,,,,,,,,,Florida ELT / Lienholder Source List
HUNTINGTON C&O RAILWAY EMP. FEDERAL CREDIT UNION,HUNTINGTON C O RAILWAY EMP FEDERAL CREDIT UNION,PO BOX 4127,HUNTINGTON,WV,25729,550199495,2,240005687,,,,,,,,,Florida ELT / Lienholder Source List
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK,5555 CLEVELAND AVE,COLUMBUS,OH,43231,310966785,58,217738221,,,,,,,,,Florida ELT / Lienholder Source List
HUNTINGTONIZED FEDERAL CREDIT UNION,HUNTINGTONIZED FEDERAL CREDIT UNION,481 8TH AVE W,HUNTINGTON,WV,25701,550383978,3,242720863,,,,,,,,,Florida ELT / Lienholder Source List
HURLEY CHRYSLER JEEP INC.,HURLEY CHRYSLER JEEP,2173 S WOODLAND BLVD,DELAND,FL,32720,593025565,2,241772805,,,,,,,,,Florida ELT / Lienholder Source List
"HURLEY MOTORS, LLC.",HURLEY MOTORS,22319 CARSON DR,LAND O LAKES,FL,34639,471869637,2,242406749,,,,,,,,,Florida ELT / Lienholder Source List
HURON AREA EDUCATION FEDERAL CREDIT UNION,HURON AREA EDUCATION FEDERAL CREDIT UNION,1855 ARIZONA AVE SW,HURON,SD,57350,460256616,2,620196519,,,,,,,,,Florida ELT / Lienholder Source List
HURRA AUTO INC.,HURRA AUTO,1455 W LANDSTREET RD STE 410,ORLANDO,FL,32824,471697203,2,247671457,,,,,,,,,Florida ELT / Lienholder Source List
HURST AUTO SALES,HURST AUTO SALES,11406 S COUNTY RD,SLOCOMB,AL,36375,461514525,1,234938281,,,,,,,,,Florida ELT / Lienholder Source List
"HURT AUTOMOTIVE GROUP, INC",HURT AUTOMOTIVE GROUP,10915A US HWY 41 S,GIBSONTON,FL,33534,812853666,2,248311723,,,,,,,,,Florida ELT / Lienholder Source List
